mmyyyy;mm_yyyy;yyyy.mm;classificacao;fonte;rubrica;descricao;valores_mes;valores_ano;valores_orcados;num_caract_classif;raiz;;;;
042013;04.2013;2013-04-01;2114990100;7;2972;OPERA CAO DE CREDITO INTERNA PROGRAMA DE INFRAESTRUTURA DE TRANSPORTE E DA MOBILIDADE URBANA VLT;0;0;0;10;;;;;
042013;04.2013;2013-04-01;2114990200;7;2973;OPER DE CREDITO INT PAVIMENTA CAO E QUALIFICA CAO DE VIAS URBANAS RUA LINDAURA A F SOUZA PAC 2;0;0;0;10;;;;;
042013;04.2013;2013-04-01;2114990300;7;2974;OPER DE CREDITO INT PAVIMENTA CAO E QUALIFICA CAO DE VIAS URBANAS AV JOAO B ORTIZ PAC 2;0;0;0;10;;;;;
042013;04.2013;2013-04-01;2114990400;7;2975;OPER DE CREDITO INT PAVIMENTA CAO E QUALIFICA CAO DE VIAS URBANAS BAIRRO POUSADA DO VALE PAC 2;0;0;0;10;;;;;
042013;04.2013;2013-04-01;2114990500;7;2976;OPERA CAO DE CREDITO INT AFESP SISTEMA VIÁRIO DE ACESSO DO ESTÁDIO MARTINS PEREIRA;0;0;0;10;;;;;
042013;04.2013;2013-04-01;2114990600;7;2977;OPERA CAO DE CREDITO INT AFESP AQUISI CAO DE EQUIPAMENTOS PARA O ESTÁDIO MARTINS PEREIRA;0;0;0;10;;;;;
042013;04.2013;2013-04-01;2120000000;;;OPERACOES DE CREDITO EXTERNAS;0;0;46957000;10;;;;;
042013;04.2013;2013-04-01;2123000000;;;OPERACOES DE CREDITOS EXTERNAS CONTRATUAIS;0;0;46957000;10;;;;;
042013;04.2013;2013-04-01;2123990100;7;2231;OPERACAO DE CREDITO EXTERNA BID;0;0;46957000;10;;;;;
042013;04.2013;2013-04-01;2200000000;;;ALIENACAO DE BENS;13474.72;51263.01;30215000;10;;;;;
042013;04.2013;2013-04-01;2210000000;;;ALIENACAO DE BENS MOVEIS;0;0;30000000;10;;;;;
042013;04.2013;2013-04-01;2211000000;;;ALIENACAO DE TITULOS MOBILIÁRIOS;0;0;30000000;10;;;;;
042013;04.2013;2013-04-01;2211990000;1;2381;ALIENACAO DE OUTROS TITULOS MOBILIARIOS;0;0;30000000;10;;;;;
042013;04.2013;2013-04-01;2219000000;1;2496;ALIENACAO DE OUTROS BENS MOVEIS;0;0;0;10;;;;;
042013;04.2013;2013-04-01;2220000000;;;ALIENACAO DE BENS IMOVEIS;13474.72;51263.01;215000;10;;;;;
042013;04.2013;2013-04-01;2229000000;;;ALIENACAO DE BENS IMOVEIS;13474.72;51263.01;215000;10;;;;;
042013;04.2013;2013-04-01;2229000000;1;2380;ALIENACAO DE BENS IMOVEIS;13474.72;51263.01;215000;10;;;;;
042013;04.2013;2013-04-01;2400000000;;;TRANSFERENCIAS DE CAPITAL;490632.62;1062327.56;29675000;10;;;;;
042013;04.2013;2013-04-01;2421020100;5;2986;FNDE QUOTA MUNICIPAL QESE;0;0;0;10;;;;;
042013;04.2013;2013-04-01;2422990100;2;2984;PROGRAMA QUALIS UBS ESTADO;0;0;0;10;;;;;
042013;04.2013;2013-04-01;2422990200;2;2985;FEHIDRO OBRAS;0;0;0;10;;;;;
042013;04.2013;2013-04-01;2470000000;;;TRANSFERENCIAS DE CONVENIOS;490632.62;1062327.56;29675000;10;;;;;
042013;04.2013;2013-04-01;2471000000;;;TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;490632.62;1062327.56;26029000;10;;;;;
042013;04.2013;2013-04-01;2471010100;5;2119;AIDS DST;0;0;88000;10;;;;;
042013;04.2013;2013-04-01;2471010200;5;2660;SUS GESTAO PLENA SIH;31986.68;115327.76;380000;10;;;;;
042013;04.2013;2013-04-01;2471010300;5;2670;SUS FAEC A COES ESTRATEGICAS;0;0;0;10;;;;;
042013;04.2013;2013-04-01;2471010400;5;2680;SUS PABA PISO DE ATENCAO BASICO;77830.02;310673.94;857000;10;;;;;
042013;04.2013;2013-04-01;2471010500;5;2690;SUS TETO FINANCEIRO DE VIGILANCIA EM SAUDE TFVS;0;119680.92;53000;10;;;;;
042013;04.2013;2013-04-01;2471010600;5;2691;GESTAO SUS INCENTIVOS DE QUALIFICA CAO DOS CAPS E PROGRAMA DE ALIMENTA CAO E NUTRI CAO;0;0;49000;10;;;;;
042013;04.2013;2013-04-01;2471010700;5;2692;FUNDO NACIONAL DE SAUDE SUS;0;0;3015000;10;;;;;
042013;04.2013;2013-04-01;2471990100;5;2950;FUNDO NACIONAL DE SEGURACA PUBLICA CONVENIO SENASP;0;0;0;10;;;;;
042013;04.2013;2013-04-01;2471990200;5;2978;MINISTERIO DO TURISMO SICONV CONTRATA CAO DE OBRAS DE INFRAESTRUTURA TURISTICA;0;0;0;10;;;;;
042013;04.2013;2013-04-01;2471990300;5;1600;PROGRAMA HABITACIONAL CEF;0;0;1000;10;;;;;
042013;04.2013;2013-04-01;2471990400;6;2235;COMPENSACAO AMBIENTAL PETROBRAS REVAP TCCA;0;0;9600000;10;;;;;
042013;04.2013;2013-04-01;2471990500;5;2236;FUNDO NACIONAL DE ASSISTENCIA SOCIAL FNAS;23055.16;95300.35;30000;10;;;;;
042013;04.2013;2013-04-01;2471990600;5;2493;MINISTERIO DO TURISMO CENTRO CULTURAL;0;0;0;10;;;;;
042013;04.2013;2013-04-01;2471990700;5;2494;MINISTERIO DO TURISMO CACHOEIRA PEDRO DAVI;0;0;0;10;;;;;
042013;04.2013;2013-04-01;2471990800;5;2243;CONTRATO REPASSE PARA OBRAS DE SANEAMENTO MCID;0;0;1000;10;;;;;
042013;04.2013;2013-04-01;2471990900;5;2979;MINISTERIO DO TURISMO SICONV RESTAURO E EDIFICA CAO NO PQ VICENTINA ARANHA;0;0;0;10;;;;;
042013;04.2013;2013-04-01;2471991000;5;2244;RECONSTRU CAO DE PAVIMENTO ASFÁLTICO;0;0;0;10;;;;;
042013;04.2013;2013-04-01;2471991100;5;2245;CONTRATO DE REPASSE GOV FEDERAL PARA REPARO E MANUTEN CAO DOS PREDIOS DO VICENTINA ARANHA;0;0;0;10;;;;;
042013;04.2013;2013-04-01;2471991200;5;1601;OBRAS DE CONTENCAO MCID;357760.76;357760.76;4512000;10;;;;;
042013;04.2013;2013-04-01;2471991300;5;2114;MINISTERIO DO ESPORTE MODERNIZA CAO PISTA JOAO DO PULO;0;0;0;10;;;;;
042013;04.2013;2013-04-01;2471991400;5;2580;PROGRAMA DE ACELERA CAO DO CRESCIMENTO PAC;0;63583.83;7443000;10;;;;;
042013;04.2013;2013-04-01;2471991500;5;2994;OBRAS DE RESERVATORIO DE DETEN CAO MCID;0;0;0;10;;;;;
042013;04.2013;2013-04-01;2472000000;;;TRANSFERENCIAS DE CONVENIOS DOS ESTADOS E DE SUAS ENTIDADES;0;0;3646000;10;;;;;
042013;04.2013;2013-04-01;2472010100;2;1430;SUS MUNICIPALIZACAO;0;0;2000;10;;;;;
042013;04.2013;2013-04-01;2472010200;5;2364;VIGILANCIA SANITARIA MEDIA E ALTA COMPLEXIDADE VISA;0;0;0;10;;;;;
042013;04.2013;2013-04-01;2472020100;2;2112;CONVENIO PROCEM ENSINO FUNDAMENTAL;0;0;1000;10;;;;;
042013;04.2013;2013-04-01;2472020200;2;2113;CONVENIO PROCEM CRECHE;0;0;1020000;10;;;;;
042013;04.2013;2013-04-01;2472990100;2;2820;SECRETARIA DE JUSTICA E DA DEFESA DA CIDADANIA FORUM;0;0;0;10;;;;;
042013;04.2013;2013-04-01;2472990200;2;1538;CDHU;0;0;2521000;10;;;;;
042013;04.2013;2013-04-01;2472990300;2;2238;SECRETARIA DE ESTADO DA ASSISTENCIA E DESENVOLVIMENTO SOCIAL SEADS;0;0;0;10;;;;;
042013;04.2013;2013-04-01;2472990400;2;2239;CONVENIO SECRETARIA ESTADUAL DA JUVENTUDE ESPORTE E LAZER;0;0;0;10;;;;;
042013;04.2013;2013-04-01;2472990500;2;2230;SECRETARIA DA CIENCIA TECNOLOGIA E DESENVOLVIMENTO ECONOMICO;0;0;0;10;;;;;
042013;04.2013;2013-04-01;2472990600;5;1610;PAT PROSANEAR;0;0;0;10;;;;;
042013;04.2013;2013-04-01;2472990700;2;2241;CONVENIO SECRETARIA DE ESTADO DE ECONOMIA E PLANEJAMNETO;0;0;0;10;;;;;
042013;04.2013;2013-04-01;2472990800;2;2246;CONVENIO SECRETARIA DO ESTADO DE ECONOMIA E PLANEJAMENTO PARA OBRAS INFRA ESTRUTURA;0;0;1000;10;;;;;
042013;04.2013;2013-04-01;2472990900;2;2248;CONVENIO COM A FUNDA CAO DE PROTECAO E DEFESA DO CONSUMIDOR;0;0;100000;10;;;;;
042013;04.2013;2013-04-01;2472991000;2;2115;CONVENIO SECRETARIA DE ESPORTES LAZER E JUVENTUDO DO ESTADO DE SAO PAULO PISTA JOAO DO PULO ;0;0;1000;10;;;;;
042013;04.2013;2013-04-01;2472991100;2;2982;CONVENIO SECRETARIA DE ECONOMIA E PLANEJAMENTO SP RESERVATORIO DE RETEN CAO;0;0;0;10;;;;;
042013;04.2013;2013-04-01;2500000000;;;OUTRAS RECEITAS DE CAPITAL;0;0;65200000;10;;;;;
042013;04.2013;2013-04-01;2590000000;;;OUTRAS RECEITAS;0;0;65200000;10;;;;;
042013;04.2013;2013-04-01;2591000000;;;SABESP;0;0;65199000;10;;;;;
042013;04.2013;2013-04-01;2591000000;6;2497;SABESP;0;0;65199000;10;;;;;
042013;04.2013;2013-04-01;2592000000;;;FUNDO MUNICIPAL DE HABITACAO;0;0;1000;10;;;;;
042013;04.2013;2013-04-01;2592000000;3;2349;FUNDO MUNICIPAL DE HABITACAO;0;0;1000;10;;;;;
042013;04.2013;2013-04-01;2593000000;3;2980;FUNDO MUNICIPAL DE TURISMO FUMTUR;0;0;0;10;;;;;
042013;04.2013;2013-04-01;2594000000;3;2981;FUNDO MUNICIPAL DE PRESERVA CAO DO PATR HISTORICO ARTISTICO E CULTURAL FUMPHAC;0;0;0;10;;;;;
042013;04.2013;2013-04-01;2595000000;3;2991;FUNDO MUNICIPAL DO IDOSO;0;0;0;10;;;;;
042013;04.2013;2013-04-01;2596000000;3;2992;FUNDO MUNICIPAL DE SERVICOS ECOSISTEMICOS;0;0;0;10;;;;;
042013;04.2013;2013-04-01;2597000000;3;2993;FUNDO MUNICIPAL DE CONSERVA CAO AMBIENTAL;0;0;0;10;;;;;
042013;04.2013;2013-04-01;90000000000;;;DEDU CAO DA RECEITA CORRENTE;-14979403.9;-64113652.56;-176349000;11;90000000000;;;;
042013;04.2013;2013-04-01;91000000000;;;DEDU CAO;-14979403.9;-64113652.56;-176349000;11;;;;;
042013;04.2013;2013-04-01;91700000000;;;DEDU CAO DE RECEITA;-14979403.9;-64113652.56;-176349000;11;;;;;
042013;04.2013;2013-04-01;91720000000;;;DEDU CAO DE RECEITA P A FORMA CAO DO FUNDEB UNIAO;-14979403.9;-64113652.56;-176349000;11;;;;;
042013;04.2013;2013-04-01;9172101020;1;2640;DEDUCAO DA RECEITA FPM FUNDEB E REDUTOR FINANCEIRO;-711608.73;-3382295.45;-10830000;10;;;;;
042013;04.2013;2013-04-01;9172101050;1;2710;DEDUCAO DE RECEITA PARA FORMACAO DO FUNDEB ITR;-346.24;-4658.15;-32000;10;;;;;
042013;04.2013;2013-04-01;9172109010;1;2372;DEDUCAO DE RECEITA PARA A FORMACAO DO FUNDEB ICMS DESONERACAO LEI COMPLEMENTAR 87 96;-238618.7;-238618.7;-757000;10;;;;;
042013;04.2013;2013-04-01;9172201010;1;2650;DEDUCAO DE RECEITA PARA A FORMACAO DO FUNDEB ICMS;-13091051.52;-45321819.78;-141686000;10;;;;;
042013;04.2013;2013-04-01;9172201020;1;2711;DEDUCAO DE RECEITA PARA FORMACAO DO FUNDEB IPVA;-871847.95;-14843496.46;-21823000;10;;;;;
042013;04.2013;2013-04-01;9172201040;1;2399;DEDUCAO DE RECEITA PARA FORMACAO DO FUNDEB IPI;-65930.76;-322764.02;-1221000;10;;;;;
052013;05.2013;2013-05-01;1000000000;;;RECEITAS CORRENTES;132500820.8;802407046.4;1841795000;10;1000000000;;;;
052013;05.2013;2013-05-01;1100000000;;;RECEITA TRIBUTARIA;38715018.55;226821736.3;483876000;10;1000000000;;;;
052013;05.2013;2013-05-01;1110000000;;;IMPOSTOS;35585739.43;218429356.7;469706000;10;;;;;
052013;05.2013;2013-05-01;1112000000;;;IMPOSTOS SOBRE O PATRIMONIO E A RENDA;17916820.04;125309546.3;231517000;10;;;;;
052013;05.2013;2013-05-01;1112020100;1;19;IMPOSTO PREDIAL URBANO;5236641.86;51812486.65;79179000;10;;;;;
052013;05.2013;2013-05-01;1112020200;1;27;IMPOSTO TERRITORIAL URBANO;2561699.62;28309282.07;41696000;10;;;;;
052013;05.2013;2013-05-01;1112043001;1;1141;RETIDO NAS FONTES  I RENDA  PROPRIOS;4316596.35;20248219.48;51902000;10;;;;;
052013;05.2013;2013-05-01;1112043002;1;1151;RETIDO NAS FONTES  I RENDA  FMS;1520100.73;6905745.92;19217000;10;;;;;
052013;05.2013;2013-05-01;1112043101;1;1140;IMPOSTO DE RENDA S REND DO TRABALHO PROPRIOS;2417.87;2417.87;0;10;;;;;
052013;05.2013;2013-05-01;1112043102;1;1150;IMPOSTO DE RENSA S REND DO TRABALHO FMS;0;0;0;10;;;;;
052013;05.2013;2013-05-01;1112080000;1;248;"IMPOSTO SOBRE TRANSMISSAO ""INTER VIVO"" DE BENS IMOVEIS DE DIREITOS REAIS SOBRE IMOVEIS ITBI";4279363.61;18031394.32;39523000;10;;;;;
052013;05.2013;2013-05-01;1113000000;;;IMPOSTOS SOBRE A PRODUCAO E A CIRCULACAO;17668919.39;93119810.41;238189000;10;;;;;
052013;05.2013;2013-05-01;1113050100;1;35;IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA ISS NL;13669328.32;78205113.92;205636000;10;;;;;
052013;05.2013;2013-05-01;1113050200;1;221;IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA ISS LANC;1937738.22;5042943.93;8967000;10;;;;;
052013;05.2013;2013-05-01;1113050300;1;222;IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA SUPER SIMPLES;1891180.26;9063507.65;21713000;10;;;;;
052013;05.2013;2013-05-01;1113050400;1;1011;IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA REPASSE COTA UNICA;170672.59;808244.91;1873000;10;;;;;
052013;05.2013;2013-05-01;1113050500;1;38;IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA ISS ELETRONICO;0;0;0;10;;;;;
052013;05.2013;2013-05-01;1113050600;1;85;IMPOSTO SOBRE SERVICOS DE QUALQUER NATUREZA ISS ELETRONICO;0;0;0;10;;;;;
052013;05.2013;2013-05-01;1120000000;;;TAXAS;3129193.41;8390955.19;14131000;10;;;;;
052013;05.2013;2013-05-01;1121000000;;;TAXAS PELO EXERCICIO DO PODER DE POLICIA;2343111.57;3449299.84;6658000;10;;;;;
052013;05.2013;2013-05-01;1121170000;1;330;TAXA DE FISCALIZACAO DE VIGILANCIA SANITARIA;22886.58;85165.57;327000;10;;;;;
052013;05.2013;2013-05-01;1121990100;1;43;TAXA DE LICENCA PARA LOCALIZACAO;1792.61;26234.58;263000;10;;;;;
052013;05.2013;2013-05-01;1121990200;1;51;TAXA DE FISCALIZACAO E FUNCIONAMENTO;2141144.73;2610214.81;3289000;10;;;;;
052013;05.2013;2013-05-01;1121990300;1;78;TAXA DE LICENCA PARA O EXERCICIO DO COMERCIO AMBULANTE;14524.27;24882.76;41000;10;;;;;
052013;05.2013;2013-05-01;1121990400;1;86;TAXA DE LICENCA EXEC OBRAS PARTIC  ARRUAM  LOTEAM E DESMEMBRAMENTO;53034.86;378824.07;867000;10;;;;;
052013;05.2013;2013-05-01;1121990500;1;94;TAXA DE LICENCA PARA PUBLICIDADE;47973.43;57180.96;63000;10;;;;;
052013;05.2013;2013-05-01;1121990600;1;108;TAXA DE LICENCA P OCUP DO SOLO E LOGRADOUROS PUBLICOS;1670.84;31654.23;65000;10;;;;;
052013;05.2013;2013-05-01;1121990700;1;60;TAXA DE REGULARIZACAO FMH;0;5158.33;650000;10;;;;;
052013;05.2013;2013-05-01;1121990800;1;120;TAXA P PERMISSAO DE USO DO SOLO SUBSOLO AEREO;44084.25;201984.53;1016000;10;;;;;
052013;05.2013;2013-05-01;1121990900;1;350;TAXA DE CONFORMIDADE DE OBRAS E SERVICOS;16000;28000;77000;10;;;;;
052013;05.2013;2013-05-01;1121991000;1;331;TAXA DE EMISSAO DE LAUDO TECNICO;0;0;0;10;;;;;
052013;05.2013;2013-05-01;1122000000;;;TAXAS PELA PRESTACAO DE SERVICOS;786081.84;4941655.35;7473000;10;;;;;
052013;05.2013;2013-05-01;1122990100;1;116;TAXA DE EXPEDIENTE;24.57;1461.25;9000;10;;;;;
052013;05.2013;2013-05-01;1122990200;1;175;TAXA APREENSAO DEP BENS ALINH  NIVEL E NUM DE PREDIOS;48660.63;67087.46;52000;10;;;;;
052013;05.2013;2013-05-01;1122990300;1;183;TAXA DE VISTORIA;0;0;0;10;;;;;
052013;05.2013;2013-05-01;1122990400;1;140;TAXA DE COLETA DE LIXO;737396.64;4873106.64;7412000;10;;;;;
052013;05.2013;2013-05-01;1130000000;;;CONTRIBUICAO DE MELHORIA;85.71;1424.38;39000;10;;;;;
052013;05.2013;2013-05-01;1130040000;1;205;CONTRIB MELHORIA P PAVIMENTACAO E OBRAS COMPLEMENTARES;85.71;1424.38;39000;10;;;;;
052013;05.2013;2013-05-01;1200000000;;;RECEITA DE CONTRIBUICOES;0;25647.39;709000;10;1000000000;;;;
052013;05.2013;2013-05-01;1220000000;;;CONTRIBUI COES ECONOMICAS;0;25647.39;709000;10;;;;;
052013;05.2013;2013-05-01;1221000000;2;1840;CONTRIBUICOES DE INTERVENCAO NO DOMINIO ECONOMICO CIDE;0;25647.39;709000;10;;;;;
052013;05.2013;2013-05-01;1221000000;;;CONTRIBUICOES DE INTERVENCAO NO DOMINIO ECONOMICO CIDE;0;25647.39;709000;10;;;;;
052013;05.2013;2013-05-01;1300000000;;;RECEITA PATRIMONIAL;1604398.84;7562628.29;37445000;10;1000000000;;;;
052013;05.2013;2013-05-01;1310000000;;;RECEITAS IMOBILIARIAS;111325.53;771212.81;1118000;10;;;;;
052013;05.2013;2013-05-01;1311000000;;;ALUGUEIS;13319.82;71209.46;276000;10;;;;;
052013;05.2013;2013-05-01;1311010000;1;1040;ALUGUEIS DE IMOVEIS PROPRIOS PUBLICOS;13319.82;71209.46;238000;10;;;;;
052013;05.2013;2013-05-01;1311020000;1;1041;ALUGUEIS DE IMOVEIS PROPRIOS PUBLICOS PQ TECNOLOGICO;0;0;38000;10;;;;;
052013;05.2013;2013-05-01;1313000000;1;1015;FORO;0;0;0;10;;;;;
052013;05.2013;2013-05-01;1314000000;1;1023;LAUDEMIOS;98005.71;700003.35;842000;10;;;;;
052013;05.2013;2013-05-01;1314000000;;;LAUDEMIOS;98005.71;700003.35;842000;10;;;;;
052013;05.2013;2013-05-01;1320000000;;;RECEITAS DE VALORES MOBILIARIOS;1493073.31;6791415.48;36327000;10;;;;;
052013;05.2013;2013-05-01;1321000000;;;JUROS DE TITULOS DE RENDA;1490388.41;6782400.9;36108000;10;;;;;
052013;05.2013;2013-05-01;1321010101;1;1066;JUROS BANC OP FINANCEIRAS RECURSOS PROPRIOS;693566.1;3324065.79;27772000;10;;;;;
052013;05.2013;2013-05-01;1321010201;5;1030;JUROS BANC OP FINANCEIRAS SUS GESTAO PLENA;62796.18;295367.23;587000;10;;;;;
052013;05.2013;2013-05-01;1321010202;5;1279;JUROS BANC OP FINANCEIRAS FAEC FDO ACOES ESTRATEGICAS;0;0;0;10;;;;;
052013;05.2013;2013-05-01;1321010203;5;1449;JUROS BANC OP FINANCEIRAS PABA PISO ATENCAO BASICA AMPLIADA;11768.47;90925.51;602000;10;;;;;
052013;05.2013;2013-05-01;1321010204;5;1503;JUROS BANC OP FINANCEIRAS TETO FINANCEIRO EPIDEMIOLOGIA TFVS;0;0;0;10;;;;;
052013;05.2013;2013-05-01;1321010205;5;1511;JUROS BANC OP FINANCEIRAS AIDS DST;4605.42;23446.34;65000;10;;;;;
052013;05.2013;2013-05-01;1321010206;1;1890;JUROS BANC OP FINANCEIRAS FUNDO MUNICIPAL DE SAUDE;130152.75;505279.21;923000;10;;;;;
052013;05.2013;2013-05-01;1321010207;2;1780;JUROS BANC OP FINANCEIRAS SUS MUNICIPALIZACAO;3405.39;19207.56;104000;10;;;;;
052013;05.2013;2013-05-01;1321010208;5;1500;JUROS BANC OP FINANCEIRAS FNDE PNAE   PROG ALIM ESCOLAR ;21679.93;96092.4;209000;10;;;;;
052013;05.2013;2013-05-01;1321010209;5;1700;JUROS BANC OP FINANCEIRAS CONVENIOS FNDE;4516.9;10869.34;9000;10;;;;;
052013;05.2013;2013-05-01;1321010210;5;1750;JUROS BANC OP FINANCEIRAS QESE;88139.7;356424.58;970000;10;;;;;
052013;05.2013;2013-05-01;1321010211;2;1740;JUROS BANC OP FINANCEIRAS SEADS;1631.94;6155.36;16000;10;;;;;
052013;05.2013;2013-05-01;1321010212;3;1101;JUROS BANC OP FINANCEIRAS FUNDO MUNICIPAL DE ASSISENCIA SOCIAL;13.42;61.63;1000;10;;;;;
052013;05.2013;2013-05-01;1321010213;2;1790;JUROS BANC OP FINANCEIRAS CDHU;0;0;1000;10;;;;;
052013;05.2013;2013-05-01;1321010214;3;1210;JUROS BANC OP FINANCEIRAS MULTAS DE TRANSITO;29571.83;170187.41;588000;10;;;;;
052013;05.2013;2013-05-01;1321010215;3;1820;JUROS BANC OP FINANCEIRAS ZONA AZUL E OUTROS;49827.84;231671.89;65000;10;;;;;
052013;05.2013;2013-05-01;1321010216;3;1134;JUROS BANC OP FINANCEIRAS FADENP;11092.43;40056.16;141000;10;;;;;
052013;05.2013;2013-05-01;1321010217;5;1730;JUROS BANC OP FINANCEIRAS FNAS;9635.81;41288.89;81000;10;;;;;
052013;05.2013;2013-05-01;1321010218;1;1546;JUROS BANC OP FINANCEIRAS SME;179406.35;509616.31;2442000;10;;;;;
052013;05.2013;2013-05-01;1321010219;5;1970;JUROS BANC OP FINANCEIRAS FNSP;0;0;0;10;;;;;
052013;05.2013;2013-05-01;1321010220;2;1450;JUROS BANC OP FINANCEIRAS FEHIDRO;308.96;2381.59;11000;10;;;;;
052013;05.2013;2013-05-01;1321010221;2;1221;JUROS BANC OP FINANCEIRAS FORUM;5919.99;82841.93;0;10;;;;;
052013;05.2013;2013-05-01;1321010222;2;1912;JUROS BANC OP FINANCEIRAS FUNDEB;114152.23;598570.28;411000;10;;;;;
052013;05.2013;2013-05-01;1321010223;2;1123;JUROS BANC OP FINANCEIRAS CIDE;255.12;10648.9;127000;10;;;;;
052013;05.2013;2013-05-01;1321010224;6;1135;JUROS BANC OP FINANCEIRAS MULTI FMS;0;0;0;10;;;;;
052013;05.2013;2013-05-01;1321010225;2;1136;JUROS BANC OP FINANCEIRAS MERENDA ESCOLAR FUNDESP;0;0;0;10;;;;;
052013;05.2013;2013-05-01;1321010226;2;1137;JUROS BANC OP FINANCEIRAS TRANSP ESCOLAR ZONA RURAL;4966.63;12460.9;107000;10;;;;;
052013;05.2013;2013-05-01;1321010227;5;1074;JUROS BANC OP FINANCEIRAS FNS;10259.75;71126.27;420000;10;;;;;
052013;05.2013;2013-05-01;1321010228;7;1914;JUROS BANC OP FINANCEIRAS S O;3114.51;14715.39;0;10;;;;;
052013;05.2013;2013-05-01;1321010229;5;1720;JUROS BANC OP FINANCEIRAS OUTROS CONVENIOS EDUCACAO;9001.01;42440.99;0;10;;;;;
052013;05.2013;2013-05-01;1321010230;2;1860;JUROS BANC OP FINANCEIRAS INCRA;0;0;0;10;;;;;
052013;05.2013;2013-05-01;1321010231;5;1916;JUROS BANC OP FINANCEIRAS S H ;43.86;207.21;1000;10;;;;;
052013;05.2013;2013-05-01;1321010232;2;1915;JUROS BANC OP FINANCEIRAS SCTDE;14096.22;66516.06;0;10;;;;;
052013;05.2013;2013-05-01;1321010233;2;1131;JUROS BANC OP FINANCEIRAS SEL;0;0;1000;10;;;;;
052013;05.2013;2013-05-01;1321010234;7;1870;JUROS BANC OP FINANCEIRAS BID;26206.15;152958.91;444000;10;;;;;
052013;05.2013;2013-05-01;1321010235;5;1133;JUROS BANC OP FINANCEIRAS MINISTERIO DAS CIDADES;253.52;6816.86;0;10;;;;;
052013;05.2013;2013-05-01;1321010236;5;1113;JUROS BANC OP FINANCEIRAS PAC;0;0;10000;10;;;;;
052013;05.2013;2013-05-01;1322000000;1;1058;DIVIDENDOS;2684.9;9014.58;219000;10;;;;;
052013;05.2013;2013-05-01;1322000000;;;DIVIDENDOS;2684.9;9014.58;219000;10;;;;;
052013;05.2013;2013-05-01;1700000000;;;TRANSFERENCIAS CORRENTES;86717684.59;532054718.3;1229282000;10;1000000000;;;;
052013;05.2013;2013-05-01;1720000000;;;TRANSFERENCIAS INTERGOVERNAMENTAIS;85193287.19;525581436.7;1209078000;10;;;;;
052013;05.2013;2013-05-01;1721000000;;;TRANSFERENCIAS DA UNIAO;16636310.77;80544804.52;193417000;10;;;;;
052013;05.2013;2013-05-01;1721010200;1;1163;COTA PARTE FUNDO DE PARTICIPACAO DOS MUNICIPIOS FPM;5112425.47;22023903.74;54148000;10;;;;;
052013;05.2013;2013-05-01;1721010500;1;1198;COTA PARTE IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL ITR;3359.59;26650.59;159000;10;;;;;
052013;05.2013;2013-05-01;1721090100;1;1490;TRANSFERENCIA FINANCEIRA DO ICMS DESONERA CAO LC Nº 87 96 LEI KANDIR;298273.38;1491366.92;3787000;10;;;;;
052013;05.2013;2013-05-01;1721330100;5;1406;SUS GESTAO PLENA SIH;6725558.61;34191638.01;84787000;10;;;;;
052013;05.2013;2013-05-01;1721330200;5;1420;SUS PABA PISO BASICO AMPLIADA;1121399.98;5597690.04;13686000;10;;;;;
052013;05.2013;2013-05-01;1721330300;5;1350;SUS EPIDEMOLOGIA E CONTROLE DE DOEN CAS TFVS;0;733802.1;1577000;10;;;;;
052013;05.2013;2013-05-01;1721330400;5;1341;AIDS DST;0;189233.09;528000;10;;;;;
052013;05.2013;2013-05-01;1721330500;5;2790;SUS FAEC ACOES ESTRATEGICAS;0;0;0;10;;;;;
052013;05.2013;2013-05-01;1721330600;5;1368;VIGILANCIA SANITARIA MEDIA E ALTA COMPLEXIDADE VISA;0;0;0;10;;;;;
052013;05.2013;2013-05-01;1721330700;5;1376;SUS AQUISICAO DE MEDICAMENTOS;523490.36;1308725.9;3141000;10;;;;;
052013;05.2013;2013-05-01;1721330800;5;1377;GESTAO SUS INCENTIVOS DE QUALIFICACAO DOS CAPS E PROGRAMA DE ALIMENTACAO E NUTRICAO;0;6000;111000;10;;;;;
052013;05.2013;2013-05-01;1721340100;5;2180;FUNDO NACIONAL DE ASSISTENCIA SOCIAL;271413.85;1056141.37;3407000;10;;;;;
052013;05.2013;2013-05-01;1721350100;5;1260;FNDE QUOTA MUNICIPAL QESE;2016340.55;11476876.53;21421000;10;;;;;
052013;05.2013;2013-05-01;1721350300;5;1295;FNDE PROGRAMA NACIONAL DE ALIMENTACAO ESCOLAR PNAE;544054;1632162;3534000;10;;;;;
052013;05.2013;2013-05-01;1721350400;5;2740;FNDE PROGRAMA NACIONAL DE APOIO AO TRANSPORTE ESCOLAR PNATE;14222.25;28444.5;606000;10;;;;;
052013;05.2013;2013-05-01;1721359901;5;2300;OUTROS RECURSOS FUNDO NACIONAL DESENVOLVIMENTO EDUCACAO FNDE;5280;5280;45000;10;;;;;
